"artista","musica","generos","key","duracao","popularidade","acustico","discurso","vivacidade","instrumentalidade","energia","tempo","time_signature","sonoridade","dancabilidade","valencia"
"Sam Fischer","This City","australian pop, pop, uk pop","B",194853,73,0.733,0.0443,0.0808,0,0.377,73.877,4,-6.213,0.605,0.519
"Rae Sremmurd","This Could Be Us","hip hop, melodic rap, mississippi hip hop, pop rap, rap, southern hip hop, trap, viral rap","C",206306,75,0.291,0.134,0.116,0,0.69,143.072,4,-4.992,0.732,0.758
"The Chainsmokers","This Feeling","dance pop, edm, electropop, pop, pop dance, tropical house","Cs",197946,69,0.0558,0.0439,0.0912,0,0.571,105.049,4,-7.906,0.575,0.449
"Kungs","This Girl (Kungs Vs Cookin' On 3 Burners) - Extended","edm, pop dance, tropical house","Ds",242735,49,0.0795,0.0351,0.0768,0.000587,0.737,122.02,4,-4.325,0.8,0.512
"Childish Gambino","This Is America","atl hip hop, hip hop, pop, rap","F",225773,67,0.117,0.137,0.354,0,0.463,120.024,4,-6.159,0.854,0.549
"Marilyn Manson","This Is Halloween","alternative metal, industrial, industrial metal, industrial rock, nu metal","F",202333,47,0.118,0.175,0.0943,7.3e-05,0.95,168.196,4,-6.359,0.484,0.331
"Katy Perry","This Is How We Do","dance pop, pop","A",204285,56,0.0203,0.0457,0.147,0,0.636,96,4,-6.028,0.69,0.8
"Fifth Harmony","This is How We Roll","dance pop, girl group, pop, post-teen pop, talent show","B",272160,37,0.0726,0.0571,0.286,0,0.537,127.924,4,-5.806,0.711,0.409
"Taylor Swift","this is me trying","pop","A",195097,71,0.314,0.0328,0.171,4.74e-05,0.476,135.886,4,-9.843,0.515,0.412
"JVKE","this is what falling in love feels like","modern indie pop","B",120308,78,0.617,0.0544,0.0837,0,0.44,128.934,5,-5.53,0.422,0.332
"Calvin Harris","This Is What You Came For","dance pop, edm, electro house, house, pop, progressive house, uk dance","A",222160,78,0.199,0.0332,0.148,0.119,0.927,123.962,4,-2.787,0.631,0.465
"Paramore","This Is Why","candy pop, pixie, pop emo, pop punk","B",206700,66,0.00433,0.0396,0.13,0.00585,0.76,123.045,4,-6.884,0.728,0.674
"Maroon 5","This Love","pop","F",206200,76,0.0525,0.0378,0.093,0,0.862,95.051,4,-4.612,0.712,0.809
"Taylor Swift","This Love (Taylor’s Version)","pop","E",250100,71,0.302,0.0349,0.0672,0,0.494,144.039,4,-8.672,0.47,0.0524
"David Guetta","This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)","big room, dance pop, edm, pop, pop dance","A",207272,64,0.0022,0.0488,0.0905,5.81e-05,0.915,110.169,4,-3.456,0.367,0.365
"Maroon 5","This Summer","pop","E",224400,53,0.000248,0.07,0.641,0,0.766,98.932,4,-5.148,0.54,0.176
"Niall Horan","This Town","dance pop, neo mellow, pop, post-teen pop","A",232852,76,0.712,0.0308,0.116,0,0.401,111.825,4,-8.467,0.677,0.195
"Lil Baby","This Week","atl hip hop, atl trap, rap, trap","As",196863,54,0.00214,0.214,0.0887,0,0.525,133.126,4,-7.666,0.891,0.15
"New West","Those Eyes","pop, toronto indie","E",220750,80,0.695,0.0284,0.3,2.22e-05,0.352,119.988,3,-8.296,0.593,0.226
"Eminem","Those Kinda Nights (feat. Ed Sheeran)","detroit hip hop, hip hop, rap","E",177693,62,0.028,0.339,0.0919,0,0.637,103.868,4,-6.29,0.794,0.393
"Megan Thee Stallion","Thot Shit","dance pop, houston rap, pop, rap, trap queen","A",184634,66,0.0133,0.0898,0.173,0,0.693,130.02,4,-3.424,0.95,0.891
"Blueface","Thotiana","cali rap, trap","As",129264,62,0.18,0.269,0.113,0,0.382,104.025,4,-12.89,0.906,0.391
"Muse","Thought Contagion","modern rock, permanent wave, rock","F",206106,54,0.00107,0.0402,0.0809,2.37e-05,0.76,139.985,4,-3.663,0.48,0.378
"Nicki Minaj","Thought I Knew You (feat. The Weeknd)","dance pop, hip pop, pop, queens hip hop, rap","Cs",198280,47,0.0373,0.045,0.0959,0.0018,0.715,150.027,4,-5.92,0.77,0.468
"Gunna","thought i was playing","atl hip hop, hip hop, melodic rap, rap, trap","Cs",167840,63,0.00421,0.0689,0.0736,0,0.73,148.038,4,-7.483,0.679,0.292
"iann dior","thought it was","melodic rap, pop, pop rap, rap","E",172600,55,0.147,0.0308,0.11,0,0.505,89.985,4,-6.09,0.691,0.192
"Morgan Wallen","Thought You Should Know","contemporary country","Fs",215571,77,0.488,0.0278,0.142,1.24e-05,0.695,139.993,4,-6.174,0.529,0.514
"The Kid LAROI","Thousand Miles","australian hip hop, pop","G",164781,77,0.0858,0.0768,0.0884,0,0.657,80.565,4,-4.658,0.376,0.203
"Future","Three","atl hip hop, rap, southern hip hop, trap","F",159400,44,0.00841,0.257,0.0912,0,0.692,169.025,4,-5.742,0.725,0.298
"Shawn Mendes","Three Empty Words","canadian pop, dance pop, pop, viral pop","G",199013,50,0.798,0.0304,0.135,0,0.414,95.776,4,-9.826,0.615,0.536
"Bob Marley & The Wailers","Three Little Birds","reggae, roots reggae","A",180440,63,0.00974,0.0698,0.0361,5.15e-06,0.494,74.103,4,-10.486,0.825,0.626
"Macklemore & Ryan Lewis","Thrift Shop (feat. Wanz)","dance pop, pop, pop rap, seattle hip hop","Fs",235613,63,0.0619,0.293,0.0457,0,0.526,94.992,4,-6.985,0.781,0.662
"Michael Jackson","Thriller","pop, r&b, soul","B",357266,66,0.0855,0.0747,0.914,0.000187,0.859,118.459,4,-4.913,0.773,0.813
"Michael Jackson","Thriller - 2003 Edit","pop, r&b, soul","B",311440,57,0.0892,0.0528,0.823,2.35e-05,0.852,118.561,4,-4.813,0.775,0.836
"Bring Me The Horizon","Throne","melodic metalcore, metalcore, rock, uk metalcore","C",191520,71,0.000455,0.0987,0.306,0,0.888,144.111,4,-3.72,0.426,0.387
"Summer Walker","Throw It Away","pop, r&b, rap","C",151714,60,0.266,0.0653,0.128,1.82e-05,0.658,139.968,4,-8.517,0.645,0.53
"Trippie Redd","Throw It Away","melodic rap, rap, trap","F",165773,45,0.159,0.227,0.0803,7.27e-05,0.492,135.032,4,-7.051,0.841,0.279
"Rae Sremmurd","Throw Sum Mo","hip hop, melodic rap, mississippi hip hop, pop rap, rap, southern hip hop, trap, viral rap","Fs",260453,60,0.0388,0.13,0.101,0.000202,0.627,142.062,4,-7.91,0.859,0.594
"LANY","Thru These Tears","la pop, pop","B",204515,62,0.154,0.0391,0.149,0,0.517,119.945,4,-7.695,0.711,0.294
"Cardi B","Thru Your Phone","dance pop, pop, rap","C",188523,67,0.17,0.167,0.057,0,0.549,121.954,4,-5.722,0.837,0.209
"BROCKHAMPTON","THUG LIFE","boy band, hip hop, rap","C",122986,41,0.274,0.0854,0.0948,3e-06,0.74,159.959,4,-6.195,0.576,0.37
"A Boogie Wit da Hoodie","Thug Love","melodic rap, rap, trap","F",181744,51,0.428,0.288,0.174,0,0.643,178.125,4,-4.707,0.54,0.328
"YoungBoy Never Broke Again","Thug Of Spades (feat. DaBaby)","baton rouge rap, trap","C",153652,42,0.159,0.334,0.154,0,0.74,100.06,4,-3.517,0.599,0.573
"Sabrina Carpenter","Thumbs","dance pop, pop, post-teen pop","Gs",216466,67,0.0284,0.0478,0.0892,0,0.718,135.045,4,-3.496,0.73,0.127
"Imagine Dragons","Thunder","modern rock, rock","C",187146,81,0.00671,0.0438,0.147,0.134,0.822,167.997,4,-4.833,0.605,0.288
"Gabry Ponte","Thunder","edm, eurodance, europop, italo dance, pop dance, slap house, tropical house","Cs",160000,76,0.0342,0.058,0.344,3.21e-05,0.896,101.216,3,-4.673,0.67,0.403
"Sia","Thunderclouds (feat. Sia, Diplo, and Labrinth)","australian dance, australian pop, dance pop, pop","G",187026,68,0.0077,0.0338,0.191,7.23e-05,0.714,112.009,4,-5.948,0.69,0.489
"Stray Kids","Thunderous","k-pop, k-pop boy group","Cs",183266,72,0.213,0.234,0.209,0,0.786,172.156,4,-3.706,0.601,0.79
"AC/DC","Thunderstruck","australian rock, hard rock, rock","E",292880,80,0.000147,0.0364,0.217,0.0117,0.89,133.52,4,-5.175,0.502,0.259
"Jess Glynne","Thursday","dance pop, neo mellow, pop, pop dance, post-teen pop, tropical house, uk pop","D",216239,54,0.452,0.0646,0.0545,0,0.554,111.989,4,-4.381,0.603,0.354
"TOMORROW X TOGETHER","Thursday's Child Has Far To Go","k-pop, k-pop boy group","B",211399,63,0.049,0.105,0.0926,0,0.762,167.14,4,-4.208,0.631,0.668
"Bizarrap","Tiago PZK: Bzrp Music Sessions, Vol. 48","argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino","Gs",160000,78,0.459,0.32,0.103,0,0.821,96.561,4,-3.06,0.657,0.752
"Meek Mill","Tic Tac Toe (feat. Kodak Black)","hip hop, philly rap, pop rap, rap, southern hip hop, trap","As",185261,47,0.00902,0.222,0.158,7.07e-06,0.72,150.039,4,-4.606,0.821,0.285
"6ix9ine","TIC TOC","emo rap, rap, trap","Fs",135739,51,0.0113,0.0723,0.344,0,0.691,142.028,4,-6.646,0.82,0.683
"Rich The Kid","Tic Toc (with Tory Lanez)","atl hip hop, hip hop, melodic rap, plugg, pop rap, rap, southern hip hop, trap, vapor trap, viral rap","Cs",150040,41,0.0388,0.12,0.115,0,0.644,169.986,4,-4.147,0.778,0.21
"Joji","Tick Tock","viral pop","E",132215,61,0.0399,0.0524,0.0976,0.00713,0.613,80.53,4,-5.582,0.781,0.613
"Clean Bandit","Tick Tock (feat. 24kGoldn)","dance pop, edm, pop, pop dance, pop rap, post-teen pop, tropical house, uk dance, uk funky","C",178373,67,0.369,0.0344,0.124,7.91e-06,0.705,101.022,4,-3.895,0.779,0.946
"The Beatles","Ticket To Ride - Remastered 2009","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock","A",189680,62,0.0457,0.0678,0.233,0,0.85,123.419,4,-6.777,0.519,0.749
"Ed Sheeran","Tides","pop, uk pop","B",195760,61,0.0167,0.0433,0.122,0,0.825,129.942,3,-3.971,0.631,0.427
"Gryffin","Tie Me Down (with Elley Duhé)","dance pop, edm, electro house, pop, pop dance, tropical house","Fs",218295,60,0.135,0.0644,0.102,0,0.839,98.932,4,-2.371,0.548,0.314
"Drake","Tie That Binds","canadian hip hop, canadian pop, hip hop, rap, toronto rap","E",336005,57,0.0176,0.0593,0.108,0.0917,0.688,120.017,4,-10.912,0.775,0.284
"Major Lazer","Tied Up","dance pop, edm, electro house, moombahton, pop, pop dance, pop rap, tropical house","Cs",187333,30,0.0122,0.158,0.0957,1.32e-05,0.623,180.183,4,-5.357,0.664,0.65
"Kontra K","Tiefschwarz (feat. Samra)","christlicher rap, german hip hop","G",189739,56,0.0715,0.22,0.114,1.94e-05,0.783,94.003,4,-5.926,0.751,0.379
"Ozuna","Tiempo","puerto rican pop, reggaeton, trap latino, urbano latino","Cs",171813,54,0.25,0.149,0.0866,0.00386,0.752,180.017,4,-4.976,0.778,0.791
"Years & Years","Ties","dance pop, edm, electropop, gauze pop, pop, pop dance, tropical house","Cs",226800,37,0.208,0.0391,0.0988,2.18e-06,0.732,167.972,4,-5.394,0.536,0.673
"Shindy","Tiffany","german hip hop","Cs",178648,17,0.0111,0.0521,0.116,0.00189,0.63,155.985,4,-7.343,0.793,0.53
"Bilal Wahib","Tigers","dutch pop","E",130714,44,0.124,0.1,0.166,1.34e-06,0.485,111.943,4,-12.808,0.841,0.725
"ZAYN","Tightrope","dance pop, pop, post-teen pop, uk pop","E",204746,55,0.244,0.0328,0.0911,0.0173,0.48,96.953,4,-8.347,0.644,0.449
"Desiigner","Tiimmy Turner","pop rap, rap, trap, underground hip hop, viral trap","Fs",239853,64,0.174,0.0393,0.0786,0,0.725,122.803,4,-3.054,0.603,0.304
"Jorge & Mateus","Tijolão - Ao Vivo","arrocha, sertanejo, sertanejo universitario","E",175219,57,0.469,0.198,0.343,0,0.877,118.889,4,-3.68,0.637,0.691
"Sfera Ebbasta","Tik Tok (feat. Marracash & Guè)","italian hip hop, italian pop, trap italiana, trap latino","A",230388,44,0.0985,0.137,0.323,0,0.673,120.046,4,-7.636,0.723,0.302
"Trippie Redd","Til The End of Time","melodic rap, rap, trap","G",174433,49,0.182,0.0292,0.319,1.11e-06,0.596,120.006,4,-6.904,0.747,0.502
"Capital Bra","Tilidin","german hip hop","Fs",172035,54,0.407,0.384,0.154,0,0.673,83.504,4,-4.892,0.631,0.721
"Bonez MC","Tilidin Weg","german hip hop, hamburg hip hop","As",180950,51,0.118,0.237,0.0835,0.484,0.526,109.075,4,-8.553,0.882,0.182
"Eminem","Till I Collapse","detroit hip hop, hip hop, rap","Cs",297786,82,0.0622,0.186,0.0816,0,0.847,171.447,4,-3.237,0.548,0.1
"Pitbull","Timber (feat. Ke$ha)","dance pop, miami hip hop, pop, pop rap","B",204160,77,0.0295,0.0981,0.139,0,0.963,129.992,4,-4.087,0.581,0.788
"NF","Time","hip hop, pop rap, rap","C",240428,67,0.138,0.0633,0.114,0,0.688,98.049,4,-4.058,0.677,0.198
"Childish Gambino","Time (feat. Ariana Grande)","atl hip hop, hip hop, pop, rap","As",367293,45,0.0117,0.0401,0.583,0.0189,0.538,85.977,4,-9.307,0.621,0.311
"Lil Baby","Time (feat. Meek Mill)","atl hip hop, atl trap, rap, trap","Gs",182723,55,0.0335,0.589,0.163,0,0.487,95.879,4,-8.823,0.781,0.344
"Drake","Time Flies","canadian hip hop, canadian pop, hip hop, rap, toronto rap","As",192931,72,0.201,0.224,0.182,0,0.477,86.46,4,-5.786,0.864,0.5
"Pitbull","Time of Our Lives","dance pop, miami hip hop, pop, pop rap","Cs",229360,76,0.0921,0.0583,0.694,0,0.802,124.022,4,-5.797,0.721,0.724
"Tom Petty","Time To Move On","album rock, classic rock, country rock, folk rock, heartland rock, mellow gold, pop rock, rock, singer-songwriter, soft rock","D",195333,51,0.0836,0.0261,0.105,0.000381,0.716,112.588,4,-9.365,0.613,0.507
"Bryson Tiller","Timeless Interlude","kentucky hip hop, pop, r&b, rap, trap","Fs",179188,47,0.815,0.0964,0.177,5.22e-05,0.429,148.53,4,-8.689,0.467,0.24
"TOMORROW X TOGETHER","Tinnitus (Wanna be a rock)","k-pop, k-pop boy group","F",157261,78,0.179,0.135,0.0791,0.00101,0.725,100.015,4,-6.213,0.9,0.791
"ZAYN","TiO","dance pop, pop, post-teen pop, uk pop","Cs",178693,59,0.0481,0.0434,0.228,0,0.645,97.654,4,-5.264,0.618,0.221
"Roddy Ricch","Tip Toe (feat. A Boogie Wit da Hoodie)","melodic rap, rap, trap","Cs",185806,54,0.095,0.141,0.338,0,0.673,92.958,3,-8.513,0.757,0.574
"Jason Derulo","Tip Toe (feat. French Montana)","dance pop, edm, pop, pop rap, post-teen pop","As",187521,59,0.0233,0.0714,0.094,0,0.709,98.062,4,-4.547,0.845,0.62
"MC Kevin o Chris","Tipo Gin - Ao Vivo","funk 150 bpm, funk carioca, funk rj","C",159146,56,0.78,0.061,0.338,3.13e-06,0.668,94.998,4,-4.49,0.75,0.786
"Alan Walker","Tired","electro house","D",192111,59,0.0428,0.059,0.147,0,0.876,123.994,4,-4.159,0.69,0.493
"LÉON","Tired of Talking","metropopolis, neo mellow, pop","A",197000,48,0.127,0.0695,0.174,2.94e-06,0.693,100.946,4,-6.407,0.669,0.398
"Marc Seguí","Tiroteo - Remix","rap espanol, spanish pop","A",321555,75,0.282,0.0293,0.0743,0,0.522,110.427,4,-7.018,0.75,0.601
"David Bowie","'Tis a Pity She Was a Whore","art rock, classic rock, glam rock, permanent wave, rock","F",292626,40,0.00409,0.115,0.0947,0.0578,0.954,132.04,4,-4.514,0.5,0.466
"Juice WRLD","Titanic","chicago rap, melodic rap","Cs",176649,65,0.168,0.0448,0.112,0,0.545,174.146,4,-6.668,0.567,0.234
"David Guetta","Titanium (feat. Sia)","big room, dance pop, edm, pop, pop dance","C",245040,77,0.0679,0.103,0.127,0.15,0.787,126.062,4,-3.674,0.604,0.301
"Major Lazer","Titans","dance pop, edm, electro house, moombahton, pop, pop dance, pop rap, tropical house","G",199168,53,0.101,0.0463,0.143,0.000202,0.86,93.985,4,-4.892,0.723,0.574
"Bad Bunny","Tití Me Preguntó","reggaeton, trap latino, urbano latino","F",243716,89,0.0993,0.253,0.126,0.000291,0.715,106.672,4,-5.198,0.65,0.187
"Machine Gun Kelly","title track","ohio hip hop, pop, pop rap","G",165967,55,0.00107,0.101,0.157,0,0.829,199.886,4,-5.17,0.268,0.351
"ROSALÍA","TKN (feat. Travis Scott)","r&b en espanol","C",129370,66,0.192,0.467,0.115,1.49e-06,0.509,94.634,4,-6.266,0.776,0.485
"Adele","To Be Loved","british soul, pop, pop soul, uk pop","Gs",403961,66,0.843,0.0391,0.231,0,0.176,170.425,1,-8.291,0.356,0.289
"Harry Styles","To Be So Lonely","pop","C",192080,68,0.618,0.0418,0.335,1.61e-05,0.436,104.959,4,-7.269,0.758,0.605
"Sam Smith","To Die For","pop, uk pop","C",193795,64,0.832,0.0738,0.098,4.66e-06,0.361,171.649,4,-7.889,0.483,0.307
"NAV","To My Grave","canadian hip hop, canadian trap, hip hop, melodic rap, rap, toronto rap, trap","E",160009,40,0.0144,0.0453,0.311,0,0.636,146.137,4,-5.444,0.801,0.21
"Bomba Estéreo","To My Love - Tainy Remix","cumbia, latin alternative, pop electronico, tropical alternativo","G",251773,63,0.129,0.0395,0.0851,0.00847,0.59,99.996,4,-4.292,0.764,0.281
"Jnr Choi","TO THE MOON","gambian hip hop","D",152137,71,0.0451,0.346,0.111,0.00758,0.65,144.047,4,-11.814,0.745,0.386
"Melendi","Tocado y hundido","spanish pop, spanish pop rock","B",211586,54,0.136,0.0651,0.0901,0.0074,0.919,102.052,4,-3.737,0.693,0.729
"Anitta","Tócame (feat. Arcangel & De La Ghetto)","funk pop, funk rj, pagode baiano, pop nacional","Cs",166264,51,0.0205,0.172,0.22,8.28e-05,0.74,100.057,4,-5.374,0.785,0.746
"Alex Rose","Toda Remix - Remix","reggaeton, reggaeton flow, trap latino, urbano latino","F",367680,67,0.161,0.131,0.0672,0,0.451,80.04,4,-7.222,0.512,0.368
"Taylor Swift","Today Was A Fairytale (Taylor’s Version)","pop","G",241822,58,0.0135,0.0409,0.296,0,0.779,158.162,4,-5.025,0.482,0.328
"Rauw Alejandro","Todo De Ti","puerto rican pop, trap latino, urbano latino","Ds",199604,77,0.31,0.0506,0.0932,0.000163,0.718,127.949,4,-3.605,0.78,0.342
"Marília Mendonça","Todo Mundo Menos Você","arrocha, sertanejo","G",206171,55,0.753,0.0449,0.104,0,0.641,131.914,4,-5.258,0.778,0.434
"Marília Mendonça","Todo Mundo Vai Sofrer - Ao Vivo","arrocha, sertanejo","Ds",154661,62,0.281,0.0738,0.411,0,0.743,111.454,4,-3.864,0.621,0.581
"DaBaby","TOES (feat. Lil Baby & Moneybagg Yo)","north carolina hip hop, rap, trap","Gs",136366,64,0.0794,0.341,0.0916,5.84e-06,0.582,160.004,4,-4.141,0.816,0.542
"Sia","Together","australian dance, australian pop, dance pop, pop","G",205207,59,0.0132,0.0683,0.0929,0.0806,0.877,180.007,4,-5.444,0.521,0.199
"Trippie Redd","Together","melodic rap, rap, trap","Gs",164576,49,0.893,0.0282,0.127,8.06e-06,0.444,120.098,4,-6.773,0.615,0.125
"CAZZETTE","Together - Live From Spotify NYC","complextro, dance pop, edm, electro house, pop dance, pop edm, progressive electro house, progressive house, tropical house","F",182421,39,0.0482,0.0632,0.204,1.45e-05,0.823,125.021,4,-7.024,0.678,0.294
"Paramore","Told You So","candy pop, pixie, pop emo, pop punk","D",188946,58,0.0029,0.0385,0.0529,2.98e-05,0.814,123.922,4,-5.632,0.639,0.904
"Taylor Swift","tolerate it","pop","A",245440,65,0.878,0.0488,0.0797,2.67e-05,0.361,74.952,5,-10.381,0.316,0.221
"Zé Felipe","Toma Toma Vapo Vapo","arrocha, arrochadeira","E",156760,63,0.322,0.0479,0.117,3e-04,0.859,164.055,4,-3.3,0.763,0.813
"(G)I-DLE","TOMBOY","k-pop, k-pop girl group","Cs",174386,75,0.00988,0.0936,0.0917,0,0.87,124.032,4,-2.414,0.755,0.645
"Rod Wave","Tombstone","florida rap","Gs",160078,67,0.597,0.163,0.129,0,0.637,84.448,4,-5.212,0.55,0.535
"Tyla Yaweh","Tommy Lee (feat. Post Malone)","cali rap, melodic rap, pop, pop rap, rap, trap","As",224638,64,0.218,0.138,0.0944,0,0.621,85.359,3,-5.923,0.457,0.634
"Mumford & Sons","Tompkins Square Park","modern folk rock, stomp and holler, uk americana","D",312626,51,0.0137,0.0541,0.107,0.0257,0.793,162.027,4,-6.548,0.464,0.468
"AnnenMayKantereit","Tom's Diner","cologne indie, german singer-songwriter","Fs",269333,72,0.376,0.135,0.355,0.000344,0.428,98.222,4,-8.107,0.68,0.334
"Eminem","Tone Deaf","detroit hip hop, hip hop, rap","A",290136,56,0.107,0.11,0.0743,0.00757,0.742,120.018,4,-4.855,0.906,0.618
"Marshmello","Tongue Tied (with YUNGBLUD & blackbear)","brostep, dance pop, edm, pop, pop dance, progressive electro house","Cs",186024,55,0.0208,0.0525,0.426,0,0.821,93.001,4,-2.721,0.628,0.465
"The 1975","Tonight (I Wish I Was Your Boy)","modern alternative rock, modern rock, pop, rock","G",247265,56,0.122,0.0529,0.214,1.98e-05,0.456,171.9,4,-6.844,0.478,0.268
"Guy Sebastian","Tonight Again","australian pop, australian talent show, dance pop","As",203339,36,0.0851,0.144,0.151,0,0.843,106.093,4,-2.403,0.702,0.584
"Jeremih","Tonight Belongs To U!","chicago rap, dance pop, pop, pop rap, r&b, urban contemporary","As",196213,43,0.408,0.0445,0.117,0,0.708,130.025,4,-5.245,0.665,0.24
"A$AP Rocky","Tony Tone","east coast hip hop, hip hop, rap, trap","Cs",208373,55,0.139,0.269,0.0831,0,0.783,69.88,4,-4.013,0.512,0.33
"Future","Too Comfortable","atl hip hop, rap, southern hip hop, trap","Ds",236818,65,0.0455,0.0575,0.19,0,0.472,130.041,4,-9.304,0.935,0.659
"Gunna","too easy","atl hip hop, hip hop, melodic rap, rap, trap","Cs",138453,61,0.027,0.17,0.099,0,0.572,155.933,4,-6.627,0.798,0.293
"Rich The Kid","Too Gone (feat. Khalid)","atl hip hop, hip hop, melodic rap, plugg, pop rap, rap, southern hip hop, trap, vapor trap, viral rap","Fs",184904,39,0.154,0.193,0.193,0,0.694,146.01,4,-6.213,0.686,0.441
"Drake","Too Good","canadian hip hop, canadian pop, hip hop, rap, toronto rap","G",263373,71,0.0489,0.104,0.1,4.88e-05,0.653,117.996,4,-7.839,0.794,0.397
"Sam Smith","Too Good At Goodbyes","pop, uk pop","F",201000,79,0.64,0.0432,0.169,0,0.372,91.873,4,-8.237,0.681,0.476
